0.0869243 0.270819
0.0869083 0.270791
0.0869933 0.270811
0.086979 0.270725
0.0869886 0.270815
0.0869066 0.270727
0.0869639 0.270809
0.0870126 0.270613
0.0870057 0.27089
0.0869706 0.270704
0.0869297 0.270718
0.0870059 0.270875
0.0869786 0.270848
0.709384 0.812472
0.709361 0.812206
0.708859 0.812199
0.709032 0.812536
0.70925 0.812594
0.709421 0.812152
0.709281 0.812184
0.70914 0.81241
0.709161 0.812601
0.7094 0.812474
0.708991 0.812625
0.708789 0.812439
0.708717 0.81276
0.139636 0.493569
0.13964 0.493836
0.139667 0.493763
0.139666 0.493687
0.139651 0.493488
0.139609 0.49376
0.13955 0.493674
0.1396 0.49354
0.139592 0.493506
0.139663 0.493518
0.139659 0.493817
0.13967 0.49386
0.139548 0.493831
0.5769 0.806868
0.577035 0.807019
0.576698 0.806725
0.576735 0.806809
0.576844 0.806554
0.576752 0.806789
0.576694 0.807207
0.576877 0.807001
0.577062 0.80645
0.576683 0.806406
0.577062 0.807255
0.576634 0.806778
0.576578 0.806921
0.461666 0.084033
0.461265 0.0841187
0.461468 0.0840788
0.461391 0.0840964
0.461418 0.0841006
0.461302 0.0840786
0.461426 0.0840632
0.461483 0.0840239
0.461369 0.0840815
0.461642 0.084021
0.461245 0.0840181
0.461588 0.0841094
0.461416 0.0840015
0.139038 0.615176
0.139043 0.615288
0.139091 0.615298
0.139077 0.615703
0.139018 0.615743
0.139021 0.615176
0.139052 0.615365
0.139044 0.615673
0.138948 0.615491
0.138975 0.615234
0.138951 0.615561
0.139035 0.61557
0.138946 0.61557
0.153991 0.114444
0.154018 0.114325
0.15386 0.114308
0.154003 0.114359
0.153916 0.114437
0.153898 0.114376
0.153995 0.114323
0.154005 0.114349
0.153902 0.114367
0.15403 0.114359
0.153911 0.114406
0.15388 0.114468
0.153859 0.114435
0.168003 0.0869872
0.16799 0.0870355
0.167943 0.0870336
0.167968 0.0869884
0.167918 0.0870946
0.16799 0.0870663
0.168036 0.0870185
0.167957 0.0870222
0.167884 0.0870576
0.167975 0.0870914
0.168011 0.0869992
0.167855 0.0870777
0.16787 0.0869898
0.548597 0.183875
0.54869 0.183847
0.549053 0.183873
0.548582 0.183843
0.548931 0.183673
0.549065 0.183794
0.548577 0.183791
0.548996 0.183722
0.548785 0.183696
0.548674 0.183737
0.548594 0.183847
0.548722 0.183648
0.548679 0.183627
0.42149 0.536268
0.421151 0.536066
0.421483 0.536046
0.421146 0.536118
0.421209 0.535992
0.421139 0.53618
0.421213 0.536188
0.421455 0.536103
0.421469 0.536035
0.421332 0.536202
0.421301 0.536442
0.421391 0.536119
0.421083 0.535959
0.207482 0.321413
0.20742 0.321453
0.207487 0.321534
0.207543 0.321628
0.20751 0.321409
0.207375 0.321465
0.207448 0.321767
0.207416 0.321584
0.207467 0.321487
0.207561 0.321738
0.207485 0.321757
0.207368 0.321405
0.207404 0.321651
0.305402 0.373807
0.305445 0.373828
0.305393 0.374085
0.305395 0.374053
0.305627 0.37391
0.305528 0.373771
0.305473 0.373791
0.305409 0.373959
0.305499 0.373709
0.305543 0.373879
0.30542 0.37373
0.305369 0.373904
0.305447 0.373924
0.102572 0.393735
0.102574 0.393473
0.102502 0.393431
0.102467 0.393466
0.102564 0.393485
0.102517 0.393426
0.102524 0.393422
0.102473 0.393683
0.102548 0.393642
0.102563 0.393865
0.102486 0.393853
0.102531 0.393673
0.102566 0.393648
0.23221 0.634427
0.23227 0.634464
0.232281 0.634844
0.23215 0.634957
0.232118 0.634648
0.232119 0.634682
