0.0869243 0.270819 1
0.0869083 0.270791 1
0.0869933 0.270811 1
0.086979 0.270725 1
0.0869886 0.270815 1
0.0869066 0.270727 1
0.0869639 0.270809 1
0.0870126 0.270613 1
0.0870057 0.27089 1
0.0869706 0.270704 1
0.0869297 0.270718 1
0.0870059 0.270875 1
0.0869786 0.270848 1
0.709384 0.812472 1
0.709361 0.812206 1
0.708859 0.812199 1
0.709032 0.812536 1
0.70925 0.812594 1
0.709421 0.812152 1
0.709281 0.812184 1
0.70914 0.81241 1
0.709161 0.812601 1
0.7094 0.812474 1
0.708991 0.812625 1
0.708789 0.812439 1
0.708717 0.81276 1
0.139636 0.493569 1
0.13964 0.493836 1
0.139667 0.493763 1
0.139666 0.493687 1
0.139651 0.493488 1
0.139609 0.49376 1
0.13955 0.493674 1
0.1396 0.49354 1
0.139592 0.493506 1
0.139663 0.493518 1
0.139659 0.493817 1
0.13967 0.49386 1
0.139548 0.493831 1
0.5769 0.806868 1
0.577035 0.807019 1
0.576698 0.806725 1
0.576735 0.806809 1
0.576844 0.806554 1
0.576752 0.806789 1
0.576694 0.807207 1
0.576877 0.807001 1
0.577062 0.80645 1
0.576683 0.806406 1
0.577062 0.807255 1
0.576634 0.806778 1
0.576578 0.806921 1
0.461666 0.084033 1
0.461265 0.0841187 1
0.461468 0.0840788 1
0.461391 0.0840964 1
0.461418 0.0841006 1
0.461302 0.0840786 1
0.461426 0.0840632 1
0.461483 0.0840239 1
0.461369 0.0840815 1
0.461642 0.084021 1
0.461245 0.0840181 1
0.461588 0.0841094 1
0.461416 0.0840015 1
0.139038 0.615176 1
0.139043 0.615288 1
0.139091 0.615298 1
0.139077 0.615703 1
0.139018 0.615743 1
0.139021 0.615176 1
0.139052 0.615365 1
0.139044 0.615673 1
0.138948 0.615491 1
0.138975 0.615234 1
0.138951 0.615561 1
0.139035 0.61557 1
0.138946 0.61557 1
0.153991 0.114444 1
0.154018 0.114325 1
0.15386 0.114308 1
0.154003 0.114359 1
0.153916 0.114437 1
0.153898 0.114376 1
0.153995 0.114323 1
0.154005 0.114349 1
0.153902 0.114367 1
0.15403 0.114359 1
0.153911 0.114406 1
0.15388 0.114468 1
0.153859 0.114435 1
0.168003 0.0869872 1
0.16799 0.0870355 1
0.167943 0.0870336 1
0.167968 0.0869884 1
0.167918 0.0870946 1
0.16799 0.0870663 1
0.168036 0.0870185 1
0.167957 0.0870222 1
0.167884 0.0870576 1
0.167975 0.0870914 1
0.168011 0.0869992 1
0.167855 0.0870777 1
0.16787 0.0869898 1
0.548597 0.183875 1
0.54869 0.183847 1
0.549053 0.183873 1
0.548582 0.183843 1
0.548931 0.183673 1
0.549065 0.183794 1
0.548577 0.183791 1
0.548996 0.183722 1
0.548785 0.183696 1
0.548674 0.183737 1
0.548594 0.183847 1
0.548722 0.183648 1
0.548679 0.183627 1
0.42149 0.536268 1
0.421151 0.536066 1
0.421483 0.536046 1
0.421146 0.536118 1
0.421209 0.535992 1
